id;name;team_name;team_id;position;goals;season;comp_id
/players/GetHistoryStats?player_id=22153;Moussa Dembele;Tottenham Hotspur;19;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=18068;Ross Wallace;Burnley;54;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=13625;Mike Williamson;Newcastle United;16;Defender;1;2014;481
/players/GetHistoryStats?player_id=19200;Michael Kightly;Burnley;54;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=24033;Mario Balotelli;Liverpool;4;Forward;1;2014;481
/players/GetHistoryStats?player_id=18670;Arouna Kone;Everton;10;Forward;1;2014;481
/players/GetHistoryStats?player_id=31233;Ryan Mason;Tottenham Hotspur;19;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=48370;Rolando Aarons;Newcastle United;16;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=28028;Graham Dorrans;West Bromwich Albion;64;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=28433;Daryl Janmaat;Newcastle United;16;Defender;1;2014;481
/players/GetHistoryStats?player_id=28894;Joel Ward;Crystal Palace;35;Defender;1;2014;481
/players/GetHistoryStats?player_id=18411;Aidan McGeady;Everton;10;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=18358;Mathieu Flamini;Arsenal;5;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=41658;Emre Can;Liverpool;4;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=530;Michael Carrick;Manchester United;3;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=18216;Steven Taylor;Newcastle United;16;Defender;1;2014;481
/players/GetHistoryStats?player_id=19242;Paul McShane;Hull City;752;Defender;1;2014;481
/players/GetHistoryStats?player_id=36014; Sandro;Queens Park Rangers;30;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=33252;Alex Oxlade-Chamberlain;Arsenal;5;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=3404;Clinton Hill;Queens Park Rangers;30;Defender;1;2014;481
/players/GetHistoryStats?player_id=17936;Joey Barton;Queens Park Rangers;30;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=41629;Nelson Oliveira;Swansea City;747;Forward;1;2014;481
/players/GetHistoryStats?player_id=40052;James Ward-Prowse;Southampton;18;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=18491;Gary Cahill;Chelsea;8;Defender;1;2014;481
/players/GetHistoryStats?player_id=15335;Robert Huth;Leicester City;13;Defender;1;2014;481
/players/GetHistoryStats?player_id=20022;Carlos Sanchez;Aston Villa;24;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=21049;Joe Allen;Liverpool;4;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=796;Paul Konchesky;Leicester City;13;Defender;1;2014;481
/players/GetHistoryStats?player_id=28210;Siem De Jong;Newcastle United;16;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=32013;Fabio Borini;Liverpool;4;Forward;1;2014;481
/players/GetHistoryStats?player_id=31000;Nemanja Matic;Chelsea;8;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=25083;Jefferson Montero;Swansea City;747;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=38399;John Stones;Everton;10;Defender;1;2014;481
/players/GetHistoryStats?player_id=18983;Stephen Quinn;Hull City;752;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=46082;James Wilson;Manchester United;3;Forward;1;2014;481
/players/GetHistoryStats?player_id=16267;Jonas Olsson;West Bromwich Albion;64;Defender;1;2014;481
/players/GetHistoryStats?player_id=17770;Michael Dawson;Hull City;752;Defender;1;2014;481
/players/GetHistoryStats?player_id=18406;Danny Graham;Sunderland;23;Forward;1;2014;481
/players/GetHistoryStats?player_id=25018;Jake Livermore;Hull City;752;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=30413;Emmanuel Riviere;Newcastle United;16;Forward;1;2014;481
/players/GetHistoryStats?player_id=33358;Remy Cabella;Newcastle United;16;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=15901;Jonas Gutierrez;Newcastle United;16;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=32301;Harry Kane;Tottenham Hotspur;19;Forward;25;2015;515
/players/GetHistoryStats?player_id=40373;Jamie Vardy;Leicester City;13;Forward;24;2015;515
/players/GetHistoryStats?player_id=20839;Sergio Aguero;Manchester City;14;Forward;24;2015;515
/players/GetHistoryStats?player_id=31545;Romelu Lukaku;Everton;10;Forward;18;2015;515
/players/GetHistoryStats?player_id=45786;Riyad Mahrez;Leicester City;13;Midfielder;17;2015;515
/players/GetHistoryStats?player_id=28653;Olivier Giroud;Arsenal;5;Forward;16;2015;515
/players/GetHistoryStats?player_id=25924;Odion Ighalo;Watford;20;Forward;15;2015;515
/players/GetHistoryStats?player_id=545;Jermain Defoe;Sunderland;23;Forward;15;2015;515
/players/GetHistoryStats?player_id=21111;Troy Deeney;Watford;20;Forward;13;2015;515
/players/GetHistoryStats?player_id=25513;Alexis Sanchez;Arsenal;5;Midfielder;13;2015;515
/players/GetHistoryStats?player_id=36177; Diego Costa;Chelsea;8;Forward;12;2015;515
/players/GetHistoryStats?player_id=20612;Andre Ayew;Swansea City;747;Midfielder;12;2015;515
/players/GetHistoryStats?player_id=29015;Gylfi Sigurdsson;Swansea City;747;Midfielder;11;2015;515
/players/GetHistoryStats?player_id=43204;Anthony Martial;Manchester United;3;Forward;11;2015;515
/players/GetHistoryStats?player_id=42238;Sadio Mane;Southampton;18;Midfielder;11;2015;515
/players/GetHistoryStats?player_id=28238;Georginio Wijnaldum;Newcastle United;16;Midfielder;11;2015;515
/players/GetHistoryStats?player_id=24950;Graziano Pelle;Southampton;18;Forward;11;2015;515
/players/GetHistoryStats?player_id=28308;Marko Arnautovic;Stoke City;187;Midfielder;11;2015;515
/players/GetHistoryStats?player_id=40357;Dele Alli;Tottenham Hotspur;19;Midfielder;10;2015;515
/players/GetHistoryStats?player_id=37524;Roberto Firmino;Liverpool;4;Midfielder;10;2015;515
/players/GetHistoryStats?player_id=18782;Shane Long;Southampton;18;Forward;10;2015;515
/players/GetHistoryStats?player_id=6688;Aleksandar Mitrovic;Newcastle United;16;Forward;9;2015;515
/players/GetHistoryStats?player_id=36287;Christian Benteke;Liverpool;4;Forward;9;2015;515
